artist,artist_id,track,composer,piece_path,youtube_link,album,album_date(yyyy-mm-dd),performer_label
Sviatoslav Richter,0,"English Suite No.4 in F, BWV 809: 1. Prélude",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.4_in_F,_BWV_809\1._Prélude\2.mp3",https://www.youtube.com/watch?v=SMLcJeedn1E,Richter The Master - Bach,1993-01-01,18
Vladimir Horowitz,2,"Études, Op. 10: No. 12 in C Minor ""Revolutionary""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._12_in_C_Minor_Revolutionary\8.mp3",https://www.youtube.com/watch?v=QiSMd_6sBvY,Vladimir Horowitz: The Complete Masterworks Recordings 1962-1973,1962,20
Martha Argerich,7,"Kinderszenen, Op. 15: 5. Glückes genug - Live",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\5._Glückes_genug\4.mp3",https://www.youtube.com/watch?v=L5VoulXzttw,Carte Blanche (Live),2015-06-26,11
Vladimir Horowitz,2,"Scherzo No. 1 in B Minor, Op. 20",Frédéric Chopin,".\audio\Frédéric_Chopin\Scherzo_No._1_in_B_Minor,_Op._20,_B._65\27.mp3",https://www.youtube.com/watch?v=9CfJjlLiB6E,Vladimir Horowitz: The Chopin Collection,1928,20
Lang Lang,39,"Piano Sonata No. 5 in G Major, K. 283: III. Presto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._5_in_G_Major,_K._283\III._Presto\8.mp3",https://www.youtube.com/watch?v=m2SyC-cbxiw,Lang Lang at Royal Albert Hall,2014,10
Friedrich Gulda,24,"Piano Sonata No. 16 in G Major, Op. 31 No. 1: III. Rondo: Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.16_in_G,_Op.31_No.1\3._Rondo_(Allegretto)\30.mp3",https://www.youtube.com/watch?v=PQRNmI26OBA,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Martha Argerich,7,"Kinderszenen, Op. 15: 8. Am Kamin - Live",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\8._Am_Kamin\20.mp3",https://www.youtube.com/watch?v=gZA1gIon2VM,Carte Blanche (Live),2015-06-26,11
Glenn Gould,15,"Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": IV. Largo - Allegro risoluto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._29_in_B-Flat_Major,_Op._106_Hammerklavier\IV._Largo_-_Allegro_risoluto\14.mp3",https://www.youtube.com/watch?v=vmqVmEYHvIU,"Beethoven: Piano Sonatas Nos. 24 ""À Thérèse"" & No. 29 ""Hammerklavier""",1970,9
András Schiff,4,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Prelude in C minor BWV 847",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\The_Well-Tempered_Clavier,_Book_I\No._2_in_C_Minor,_BWV_847_Prelude\4.mp3",https://www.youtube.com/watch?v=9damTNvVO7Q,"Bach, J.S.: Well-Tempered Klavier",2008-01-01,3
Vladimir Horowitz,2,"Fantaisie in F Minor, Op. 49",Frédéric Chopin,".\audio\Frédéric_Chopin\Fantaisie_in_F_minor,_Op._49\0.mp3",https://www.youtube.com/watch?v=kw_vD3bUefc,The Private Collection - Vol. 1,1994-10-11,20
Claudio Arrau,11,"Waltz No.7 in C Sharp Minor, Op.64 No.2",Frédéric Chopin,".\audio\Frédéric_Chopin\Waltz_No.7_in_C_sharp_minor,_Op.64,_No.2\13.mp3",https://www.youtube.com/watch?v=ORI3dWlTe28,Twilight - Chopin For Dreaming,2010-01-01,5
Murray Perahia,13,"12 Études, Op. 25: No. 10 in B Minor ""Octave""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._25\No._10_in_B_Minor\41.mp3",https://www.youtube.com/watch?v=VmihKi-A59s,"Chopin: 24 Études, Op. 10 & Op. 25 [Expanded Edition]",1985,14
Maurizio Pollini,5,"Ballade No.1 In G Minor, Op.23",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._1_in_G_Minor,_Op._23\42.mp3",https://www.youtube.com/watch?v=06-puNWFuMQ,Chopin,2011-01-01,12
András Schiff,4,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Prelude in C sharp minor BWV 873",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Das_Wohltemperierte_Klavier_Book2\Book_2,_BWV_870-893_Prelude_in_C_sharp_minor_BWV_873\0.mp3",https://www.youtube.com/watch?v=kCC3wFaRTis,"Bach, J.S.: Well-Tempered Klavier",2008-01-01,3
Glenn Gould,15,"Suite No. 2 in F Major, HWV 427: III. Adagio - Remastered",George Frideric Handel,".\audio\George_Frideric_Handel\Keyboard_Suite_in_F_Major,_HWV_427\III._Adagio\1.mp3",https://www.youtube.com/watch?v=WD8JpI2a29w,"Händel: Suites for Harpsichord Nos. 1-4, HWV 426-429 (Gould Remastered)",1972,9
Glenn Gould,15,"English Suite No. 6 in D Minor, BWV 811: III. Courante",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.6_in_D_minor,_BWV_811\3._Courante\9.mp3",https://www.youtube.com/watch?v=cgyBBgP8xZU,"Bach: The English Suites Nos. 1-6, BWV 806-811 (Gould Remastered)",1977,9
Emil Gilels,1,"Ballade No. 1 in G Minor, Op. 23",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._1_in_G_Minor,_Op._23\5.mp3",https://www.youtube.com/watch?v=RVlZEtqzIGk,"Emil Gilels: Early Recordings, Vol. 3 (1935-1955)",2012-06-05,7
Daniel Barenboim,9,"33 Piano Variations In C, Op.120 On A Waltz By Anton Diabelli: Variation XXI (Allegro con brio - Meno allegro - Tempo I)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli\Variation_XXI._Allegro_con_brio_-_Meno_allegro_-_Tempo_I\4.mp3",https://www.youtube.com/watch?v=RkqfuHw4XTg,Beethoven: Diabelli Variations; Moonlight Sonata,2001-01-01,6
Vladimir Horowitz,2,"Rondo in D major, K.485: Allegro",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Rondo_in_D_Major,_K.485\1.mp3",https://www.youtube.com/watch?v=MzT4lNoLqRg,Deep Dive - Horowitz,2022-02-18,20
Samson François,48,"Chopin: 24 Preludes, Op. 28: No. 15 in D-Flat Major ""Raindrop""",Frédéric Chopin,".\audio\Frédéric_Chopin\24_Préludes,_Op._28\No._15_in_D-Flat_Major_Raindrop_Sostenuto\27.mp3",https://www.youtube.com/watch?v=Zt_EN1QNXOk,Icon: Samson Francois,2010-02-08,17
Glenn Gould,15,"7 Bagatelles, Op. 33: No. 5 in C Major. Allegro ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Bagatelles,_Op._33\No._5_in_C_Major\13.mp3",https://www.youtube.com/watch?v=PytcmodhT5s,"Glenn Gould plays Beethoven: 32 Variations WoO 80; ""Eroica"" Variations op. 35; 6 Variations op. 34; Bagatelles op. 33 & op. 126; Piano Sonata No. 24 ""À Thérèse""",1970,9
Vladimir Horowitz,2,"Polonaise-Fantaisie in A-Flat Major, Op. 61",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaise-fantaisie_in_A-Flat_Major,_Op._61\7.mp3",https://www.youtube.com/watch?v=uO9XycsktCM,"Chopin: Piano Sonata No. 2, Op. 35 & Polonaises",2003-09-22,20
Sviatoslav Richter,0,"Seven Preludes and Fugues Suite of Sviatoslav Richter: Prelude in F Sharp Minor, Op. 87/8",Dmitri Shostakovich,".\audio\Dmitri_Shostakovich\Preludes_and_Fugues_for_Piano,_Op.87\Prelude_&_Fugue_No.8_in_F_sharp_minor_Prelude\1.mp3",https://www.youtube.com/watch?v=BHkmM6WhvHA,Sviatolsav Richter plays Russian Composers,2021-07-02,18
Vladimir Horowitz,2,"Kreisleriana, Op.16: 8. Schnell und spielend",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\VIII._Schnell_und_spielend\6.mp3",https://www.youtube.com/watch?v=ww7t_sLkd5o,Vladimir Horowitz - The Studio Recordings,1986-01-01,20
Mitsuko Uchida,26,"Piano Sonata No. 3 in B Minor, Op. 58: III. Largo",Frédéric Chopin,".\audio\Frédéric_Chopin\Piano_Sonata_No._3_in_B_Minor,_Op._58\III._Largo\28.mp3",https://www.youtube.com/watch?v=nu9GoAghmoA,Chopin: Piano Sonatas Nos. 2 & 3,1988-01-01,13
Vladimir Ashkenazy,6,"Nocturne No.14 in F sharp minor, Op. 48 No. 2",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No.14_in_F_sharp_minor,_Op._48_No._2\2.mp3",https://www.youtube.com/watch?v=SNZcjkJe6Rs,Chopin: Nocturnes; Four Ballades,1997-01-01,19
Vladimir Ashkenazy,6,"9 Etudes-Tableaux, Op.33: No.1 in F Minor",Sergei Rachmaninoff,".\audio\Sergei_Rachmaninoff\9_Etudes-Tableaux,_Op.33\No.1_in_F_Minor\9.mp3",https://www.youtube.com/watch?v=xlPRu0gYu0k,"Rachmaninov: Piano Sonata No.2; Etudes-Tableaux, Op.33",1982-09-29,19
Mitsuko Uchida,26,"Piano Sonata No.8 in A minor, K.310: 1. Allegro maestoso",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.8_in_A_minor,_K.310\1._Allegro_maestoso\16.mp3",https://www.youtube.com/watch?v=qFB3hBItFnM,"Mozart: Piano Sonatas Nos. 7, 8 & 9",1986-01-01,13
Sviatoslav Richter,0,"6 Etudes on Caprices by Paganini, Op. 10: No. 6 in E Minor",Robert Schumann,".\audio\Robert_Schumann\6_Etudes_on_Caprices_by_Paganini,_Op._10\No._6_in_E_Minor\0.mp3",https://www.youtube.com/watch?v=KQyXIOa_OIY,"Sviatoslav Richter Archives, Vol. 13: Schumann",2017-03-17,18
Walter Gieseking,8,"Partita No. 3 in A Minor, BWV 827: V. Burlesca",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._3_in_A_minor,_BWV_827\5._Burlesca\2.mp3",https://www.youtube.com/watch?v=Un0XjdwBJgU,Walter Gieseking Plays J.S. Bach (1940-1950 recordings),2012-08-01,21
Daniel Barenboim,9,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\II._Andante_con_moto\45.mp3",https://www.youtube.com/watch?v=i1KqTeE1_78,Beethoven Klaviersonaten,2021-08-21,6
Maurizio Pollini,5,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: I. Presto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\I._Presto\15.mp3",https://www.youtube.com/watch?v=kpoL3q_YlAs,Deep Dive - Pollini,2022-02-18,12
Nikolai Lugansky,41,"Rachmaninov: 10 Preludes, Op. 23: No. 4 in D Major",Sergei Rachmaninoff,".\audio\Sergei_Rachmaninoff\10_Preludes,_Op._23\No._4_in_D_Major\8.mp3",https://www.youtube.com/watch?v=IfjhdNIbV4s,Rachmaninov : 10 Preludes Op.23,2001-01-05,15
Martha Argerich,7,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con expressione",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.8_in_A_minor,_K.310\2._Andante_cantabile_con_espressione\4.mp3",https://www.youtube.com/watch?v=w7xIevpa8Qw,The Successful Beginning,2018-08-17,11
Alfred Cortot,3,"24 Preludes, Op. 28: No. 19 in E-Flat Major: Vivace",Frédéric Chopin,".\audio\Frédéric_Chopin\24_Préludes,_Op._28\No._19_in_E-Flat_Major_Vivace\4.mp3",https://www.youtube.com/watch?v=CK6kP8L_9ac,Chopin: Piano Works,2014-10-28,1
Maurizio Pollini,5,"12 Études, Op. 10: No. 4 in C-Sharp Minor ""Torrent""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._4_in_C-Sharp_Minor\12.mp3",https://www.youtube.com/watch?v=7KTABzPsuzg,Chopin,2011-01-01,12
Vladimir Ashkenazy,6,"2 Bourrees, B160b",Frédéric Chopin,".\audio\Frédéric_Chopin\2_Bourrees,_B160b\0.mp3",https://www.youtube.com/watch?v=tRtB76106UQ,Chopin: The Piano Works,1998-01-01,19
Murray Perahia,13,"Piano Sonata No. 19 in C Minor, D. 958: IV. Allegro",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.19_in_C_minor,_D.958\1._Allegro\28.mp3",https://www.youtube.com/watch?v=eGOU3DYmDrc,"Schubert: Piano Sonatas, D. 958, 959 & 960",2003-03-11,14
Martha Argerich,7,"Gaspard de la nuit, M. 55: II. Le gibet",Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Le_gibet\5.mp3",https://www.youtube.com/watch?v=ASFhukv8uGA,The Successful Beginning,2018-08-17,11
Vladimir Horowitz,2,"Nocturne No. 15 in F Minor, Op. 55, No. 1 (Recorded January 2, 1968) - Remastered",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No._15_in_F_Minor,_Op._55_No._1\6.mp3",https://www.youtube.com/watch?v=fQnAKCJMVPU,"Horowitz on Television - January 2 & February 1, 1968",1968,20
Daniel Barenboim,9,"Chopin: 24 Preludes, Op. 28: No. 8 in F-Sharp Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\Prelude,_Op._28\No._8_in_F-Sharp_Minor\27.mp3",https://www.youtube.com/watch?v=4T5aSLeD2DM,Chopin: The Preludes etc (National Gallery Collection),2012-09-24,6
Vladimir Ashkenazy,6,"Piano Sonata No.32 in C minor, Op.111: 1. Maestoso - Allegro con brio ed appassionato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._32_in_C_Minor,_Op._111\I._Maestoso_-_Allegro_con_brio_ed_appassionato\15.mp3",https://www.youtube.com/watch?v=J0jNYb6rrE4,Beethoven: The Piano Sonatas,1995-01-01,19
Vladimir Horowitz,2,"12 Études, Op. 8: No. 10 in D-Flat Major",Alexander Scriabin,".\audio\Alexander_Scriabin\12_Etudes,_Op._8\No._10_in_D-Flat_Major\0.mp3",https://www.youtube.com/watch?v=aGKaIpNxKrk,Vladimir Horowitz: The Complete Masterworks Recordings 1962-1973,1962,20
Mitsuko Uchida,26,"Piano Sonata No.14 in C minor, K.457: 3. Allegro assai",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._14_in_C_Minor,_K._457\III._Allegro_assai\29.mp3",https://www.youtube.com/watch?v=kyjtrKhfpbg,"Mozart: Piano Sonatas Nos. 1, 14 & 18; Fantasia In C Minor",1985-01-01,13
Walter Gieseking,8,"Davidsbundlertanze, Op. 6: No. 14. Zart und singend",Robert Schumann,".\audio\Robert_Schumann\Davidsbündlertänze,_Op._6\14._Zart_und_singend\2.mp3",https://www.youtube.com/watch?v=rkkQMoplaf0,Schumann: Piano Works,2014-06-03,21
Mitsuko Uchida,26,"Piano Sonata No.13 in A, D664: 1. Allegro moderato",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.13_in_A,_D.664\3._Allegro\29.mp3",https://www.youtube.com/watch?v=zXP5WQDUr9U,"Schubert: Piano Sonatas D664, D537 etc",2002-01-01,13
Alfred Brendel,19,"Piano Sonata No.14 in A minor, D.784: 3. Allegro vivace",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.14_in_A_minor,_D.784\3._Allegro_vivace\12.mp3",https://www.youtube.com/watch?v=85NotAJ8GHI,Schubert: Piano Works 1822-1828,1989-01-01,0
Friedrich Gulda,24,"Keyboard Sonata No. 62 in E-Flat Major, Hob. XVI:52: I. Allegro",Franz Joseph Haydn,".\audio\Franz_Joseph_Haydn\Keyboard_Sonata_in_E-Flat_Major,_Op._92,_Hob._XVI52\I._Allegro\5.mp3",https://www.youtube.com/watch?v=eqE4klEb9kY,"Friedrich Gulda: Piano Recital (Schwetzinger Festspiele Edition, 1959)",2010-05-25,8
Glenn Gould,15,"6 Bagatelles, Op. 126: No. 6 in E-Flat Major - Presto - Andante amabile e con moto - Remastered",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Bagatelles,_Op._126\No._6_in_E-Flat_Major\5.mp3",https://www.youtube.com/watch?v=7bx69usXFdk,"Beethoven: Bagatelles, Op. 33 & Op. 126 (Gould Remastered)",1975,9
Murray Perahia,13,"Partita No. 5 in G Major, BWV 829: II. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._5_In_G_Major,_BWV_829\2._Allemande\9.mp3",https://www.youtube.com/watch?v=89sfbd_-338,"Bach: Partitas Nos. 1, 5 & 6",2009-08-31,14
András Schiff,4,"Duet No. 4 in A minor, BWV 805",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\4_Duets\Duet_No._4_in_A_minor,_BWV_805\1.mp3",https://www.youtube.com/watch?v=brUYvM7vdTs,"Bach, J.S.: The Solo Keyboard Works",1996-01-01,3
Vladimir Ashkenazy,6,"Piano Sonata No.26 in E flat, Op.81a -""Les adieux"": 1. Das Lebewohl (Adagio - Allegro)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.26_in_E_flat,_Op.81a_-Les_adieux\1._Das_Lebewohl_(Adagio_-_Allegro)\5.mp3",https://www.youtube.com/watch?v=35ayAAScXok,Beethoven: The Piano Sonatas,1995-01-01,19
Maurizio Pollini,5,"Piano Sonata No. 21 in C Major, Op. 53 - ""Waldstein"": II. Introduzione (Adagio molto) - Live",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._21_in_C_major,_Op._53,_Waldstein\II._Introduzione_Adagio_molto\11.mp3",https://www.youtube.com/watch?v=Nh9kguvVkh8,"Beethoven: Piano Sonatas Nos.11, 12 & 21 ""Waldstein""",1998-01-01,12
Emil Gilels,1,"French Suite No. 5 in G Major, BWV 816: V. Bourrée",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No._5_in_G,_BWV_816\V._Bourree\1.mp3",https://www.youtube.com/watch?v=aP4oG1jjZ9U,"Shostakovich: Piano Sonata No. 2 in B Minor, Op. 61 & Bach: French Suite No. 5 in G Major, BWV 816",1965,7
Martha Argerich,7,"Toccata in C Major, Op. 7 (Live)",Robert Schumann,".\audio\Robert_Schumann\Toccata_in_C_Major,_Op._7\22.mp3",https://www.youtube.com/watch?v=AeJGZ1hxuzg,"Martha Argerich Live, Vol. 3",2017-01-20,11
Glenn Gould,15,"Variations for Piano, Op. 27: I. Sehr mässig",Anton Webern,".\audio\Anton_Webern\Variations_for_Piano,_Op._27\1._Sehr_mässig\7.mp3",https://www.youtube.com/watch?v=t7GrwjnRBNk,Berg/Krenek/Webern/Ravel/Debussy,1959,9
Walter Gieseking,8,"Miroirs, M. 43: V. La vallée des cloches",Maurice Ravel,".\audio\Maurice_Ravel\Miroirs,_M._43\No._5,_La_vallée_des_cloches\1.mp3",https://www.youtube.com/watch?v=5qZhzwjcW_s,"Ravel: Piano Trio, Miroirs, Sonatine, Pavane & Other Works (Digital Remaster 2020)",2020-09-18,21
Friedrich Gulda,24,"24 Préludes, Op. 28: No. 5 in D Major. Allegro molto, B. 107",Frédéric Chopin,".\audio\Frédéric_Chopin\Prelude,_Op._28\No._5_in_D_Major\67.mp3",https://www.youtube.com/watch?v=w4cVytn4tjE,Chopin & Beethoven: Piano Works,2021-02-12,8
Glenn Gould,15,"English Suite No. 6 in D Minor, BWV 811: V. Double",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.6_in_D_minor,_BWV_811\5._Double\6.mp3",https://www.youtube.com/watch?v=o0F_KeCCJws,Glenn Gould plays Bach: English Suites BWV 806-811; French Suites BWV 812-817; Overture in the French Style BWV 831,1973,9
Walter Gieseking,8,"Piano Sonata No. 18 in D Major, K. 576: I. Allegro",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.18_in_D,_K.576\1._Allegro\8.mp3",https://www.youtube.com/watch?v=Anjdtq5oCmg,Mozart: Complete Solo Piano Works,2018-06-15,21
Walter Gieseking,8,"Ravel: Gaspard de la nuit, M. 55: II. Le Gibet",Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Le_gibet\15.mp3",https://www.youtube.com/watch?v=HwM16u1AqZ4,Ravel: Complete Piano Works [2011 - Remaster] (2011 Remastered Version),2012-03-16,21
Claudio Arrau,11,"Impromptu No.1 in A flat, Op.29",Frédéric Chopin,".\audio\Frédéric_Chopin\Impromptu_No.1_in_A_Flat,_Op.29\4.mp3",https://www.youtube.com/watch?v=2MoiZTJK6vk,Claudio Arrau - An Anniversary Tribute,2002-12-06,5
Glenn Gould,15,"Piano Sonata No. 7 in B-Flat Major, Op. 83: II. Andante caloroso",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._7,_Op._83\II._Andante_caloroso\10.mp3",https://www.youtube.com/watch?v=KSCXVfBlAF8,Chopin: Piano Sonata No. 3 - Mendelssohn: Songs Without Words,1969,9
Sviatoslav Richter,0,"Ballade No. 2 in F Major, Op. 38 (Live)",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._2_in_F_Major,_Op._38\0.mp3",https://www.youtube.com/watch?v=ETN_a9vVu3E,Chopin: Piano Works (Live),2020-03-06,18
Glenn Gould,15,"English Suite No. 4 in F Major, BWV 809: II. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.4_in_F,_BWV_809\2._Allemande\8.mp3",https://www.youtube.com/watch?v=TU6v_ujRink,"Bach: The English Suites Nos. 1-6, BWV 806-811 (Gould Remastered)",1977,9
Glenn Gould,15,"Partita No. 3 in A Minor, BWV 827: V. Burlesca",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._3_in_A_minor,_BWV_827\5._Burlesca\6.mp3",https://www.youtube.com/watch?v=7CAtF4o-ec4,"Bach: Partitas Nos. 3 & 4, BWV 827 & 828; Toccata in E Minor, BWV 914 (Gould Remastered)",1963,9
Daniel Barenboim,9,"Ballade No. 1 in G Minor, Op. 23",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._1_in_G_Minor,_Op._23\52.mp3",https://www.youtube.com/watch?v=kXRSqMyD1lM,On My New Piano,2016-11-04,6
Claudio Arrau,11,"Nocturne No.1 In B Flat Minor, Op.9 No.1",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No.1_in_B_flat_minor,_Op.9_No.1\15.mp3",https://www.youtube.com/watch?v=EKlonPJnypI,Chopin: The Nocturnes,1978-01-01,5
Walter Gieseking,8,"Carnaval, Op. 9: No. 21. Marche des Davidsbundler contre les Philistins",Robert Schumann,".\audio\Robert_Schumann\Carnaval,_Op._9\19-20._Pause-Marche_des_Davidsbundler_contre_les_Philistins\5.mp3",https://www.youtube.com/watch?v=Jw2CyLBU6GM,Schumann: Piano Works,2014-06-03,21
Sviatoslav Richter,0,"Piano Sonata No. 7 in B-Flat Major, Op. 83: III. Precipitato",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._7,_Op._83\III._Precipitato\1.mp3",https://www.youtube.com/watch?v=QDcomTxAiQw,Prokofiev: Piano Sonatas - Rachmaninov: 6 Preludes,2014-08-01,18
Alicia de Larrocha,18,"Piano Sonata in A Major, K. 331: III. Alla turca. Allegretto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._11_in_A_Major,_K._331\3._Alla_Turca._Allegretto\18.mp3",https://www.youtube.com/watch?v=o0KWpnS1sKo,Mozart: Piano Sonatas,1990,2
Glenn Gould,15,"Suite No. 2 in F Major, HWV 427: IV. Allegro - Fuga - Remastered",George Frideric Handel,.\audio\George_Frideric_Handel\Suite_No._2_in_F_Major\II._Allegro\1.mp3,https://www.youtube.com/watch?v=_0mM6v7gKb8,"Händel: Suites for Harpsichord Nos. 1-4, HWV 426-429 (Gould Remastered)",1972,9
Vladimir Ashkenazy,6,"12 Etudes, Op. 10: No. 12 in C Minor ""Revolutionary""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._12_in_C_Minor_Revolutionary\19.mp3",https://www.youtube.com/watch?v=hNgJ0A5pbms,"Chopin: Etudes, Opp. 10 & 25",1994,19
Friedrich Gulda,24,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\I._Allegro_assai\102.mp3",https://www.youtube.com/watch?v=wzEyIJkK1vo,Beethoven: Complete Piano Sonatas,2021-07-23,8
Glenn Gould,15,"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Adagio ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\III._Adagio_ma_non_troppo\10.mp3",https://www.youtube.com/watch?v=9lwMZggXA4E,"Gould Plays The Piano In Stockholm, 1958",1986-01-31,9
Claudio Arrau,11,"Sonata No. 31 in A-flat Major, Op. 110: III. Adagio ma non troppo - Fuga: Allegro ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\III._Adagio_ma_non_troppo_-_Allegro_ma_non_troppo\7.mp3",https://www.youtube.com/watch?v=p8o9VXogknk,The Unreleased Beethoven Recital 1959,2021-09-24,5
Vladimir Ashkenazy,6,"Kinderszenen, Op. 15: 2. Kuriöse Geschichte",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\2._Kuriöse_Geschichte\18.mp3",https://www.youtube.com/watch?v=wChe2FE_ZrI,"Kinderszenen, Papillons, Waldszenen (Classical Choice)",2010-01-01,19
Robert Casadesus,21,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": II. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\2._Allegretto\42.mp3",https://www.youtube.com/watch?v=pnGtL09rEpQ,"Beethoven: Piano Sonatas Nos. 14, 23, 24 & 26",1958,16
